gender,birth_year,c_educ,c_income,c_health,c_hukou,c_sc,p_sc,f_educ
2,1965,4,40000,5,1,5,5,4
1,1967,7,50000,5,5,6,6,3
1,1961,6,30000,2,5,1,1,6
2,1971,4,70000,4,5,8,6,3
2,1963,12,200000,5,5,6,2,6
1,1962,4,50000,5,5,4,4,3
1,1973,6,70000,5,5,5,5,3
2,1973,6,60000,5,5,6,6,4
1,1978,6,70000,5,5,5,5,4
1,1961,6,36000,5,5,5,5,4
2,1970,6,12000,4,5,4,4,2
2,1962,6,100000,5,5,6,6,6
2,1974,12,300000,4,5,7,7,12
2,1977,12,0,2,5,6,6,12
2,1979,10,0,5,5,7,6,6
2,1964,6,70000,4,5,6,3,4
1,1962,9,100000,3,5,4,7,3
1,1977,10,30000,3,5,1,4,6
2,1969,4,50000,3,2,5,2,3
1,1968,9,180000,3,5,7,4,4
1,1963,6,30000,4,5,1,1,2
1,1978,11,100000,5,5,5,5,6
2,1961,6,50000,4,5,6,4,12
2,1979,13,250000,4,5,5,3,3
1,1964,12,300000,4,1,5,4,12
2,1968,10,100000,5,7,3,7,4
1,1973,12,40000,5,1,2,2,6
2,1965,4,0,5,1,5,5,2
1,1964,5,9999999,3,5,5,5,10
1,1963,12,150000,3,5,6,5,2
1,1969,12,110000,4,5,5,5,4
1,1970,10,100000,5,3,6,6,6
2,1960,6,9999999,4,5,6,7,98
2,1966,7,30000,5,5,5,3,9
2,1964,6,9999999,3,5,4,4,3
1,1961,6,15000,5,5,5,5,4
2,1973,12,400000,5,5,4,3,98
2,1970,12,350000,4,5,6,3,7
1,1968,12,9999999,5,5,5,5,4
2,1962,6,100000,3,5,6,3,2
1,1978,10,160000,3,5,5,5,10
2,1962,4,60000,3,3,6,2,4
2,1976,4,0,5,1,5,7,3
1,1961,6,9999998,3,5,1,3,4
1,1968,4,60000,4,5,3,6,4
1,1961,4,45600,4,5,6,3,98
1,1979,10,500000,4,5,3,2,6
2,1965,12,200000,4,5,10,10,6
1,1968,11,200000,5,5,5,5,6
2,1970,10,50000,4,5,5,5,12
1,1976,12,1500000,4,5,5,5,10
2,1979,11,100000,5,1,5,5,1
1,1963,6,50000,5,1,5,5,3
2,1966,6,30000,3,5,5,5,1
1,1963,5,43200,1,2,3,6,6
1,1973,10,200000,3,5,8,7,3
1,1978,6,100000,4,5,5,2,4
2,1961,6,36000,4,5,4,6,3
2,1978,7,50000,4,5,4,2,6
1,1969,4,40000,3,1,1,1,4
1,1973,12,80000,4,5,5,5,6
1,1972,12,100000,5,5,5,5,12
1,1976,6,0,4,5,5,5,6
2,1965,6,40000,3,5,5,5,3
2,1962,6,60000,3,5,5,5,4
2,1976,12,48000,4,5,9,9,6
1,1979,9,100000,4,5,6,5,7
1,1960,6,30000,4,5,6,2,4
1,1979,6,96000,4,5,1,1,4
2,1970,6,50000,3,5,5,5,6
1,1967,9,120000,5,5,4,2,3
1,1965,9,60000,3,5,3,3,3
1,1974,4,50000,5,1,4,2,1
1,1977,12,9999999,5,5,5,98,12
2,1961,7,54000,4,5,6,6,5
2,1964,12,60000,3,5,5,5,6
1,1963,12,150000,5,4,8,3,3
1,1970,3,9999997,2,1,5,2,2
2,1962,6,500000,4,5,7,5,6
2,1974,4,9999999,4,1,7,4,98
1,1961,4,150000,4,5,6,6,3
1,1963,6,10000,3,5,1,5,98
2,1968,6,0,4,5,5,5,4
2,1970,3,48000,2,1,1,1,1
2,1960,6,42000,3,5,4,3,4
2,1965,4,38400,3,5,5,2,98
1,1978,11,50000,5,5,5,5,6
2,1963,6,38400,3,5,99,99,3
2,1970,3,50000,4,2,5,1,98
1,1963,12,50000,3,1,1,1,1
2,1973,11,10000,3,4,3,1,4
1,1974,6,50000,4,5,7,9,12
1,1971,13,500000,4,1,6,3,4
2,1960,6,48000,5,5,10,3,4
2,1961,4,9999999,3,5,5,2,98
1,1960,9,100000,4,5,4,6,2
2,1961,6,30000,5,5,2,5,4
2,1961,6,42000,3,5,5,7,3
2,1977,12,80000,3,3,5,5,4
2,1977,11,60000,4,1,8,7,4
1,1965,4,0,3,1,5,3,3
2,1964,4,30000,5,1,8,9,3
1,1960,6,24000,3,5,2,4,98
1,1969,4,30000,3,5,5,7,4
1,1965,6,9999997,5,1,4,5,1
2,1979,4,0,4,1,7,5,3
1,1964,4,12000,5,1,7,7,6
1,1967,4,72000,4,1,3,1,3
1,1978,11,144000,4,1,7,7,3
1,1976,12,240000,3,4,7,5,4
1,1973,4,9999998,5,98,5,98,98
1,1974,4,48000,4,1,5,5,1
2,1966,3,0,5,1,6,3,3
2,1977,6,100000,4,2,5,5,3
2,1972,4,100000,4,1,6,6,3
2,1967,10,150000,4,3,5,5,4
2,1969,9,0,3,1,3,1,10
1,1962,5,120000,4,3,5,2,4
1,1960,9,125000,3,2,6,3,4
1,1970,9,200000,4,3,4,4,6
1,1973,13,120000,3,1,6,4,3
1,1965,4,60000,5,2,1,8,9
2,1978,4,20000,1,5,7,6,3
2,1979,7,50000,3,1,2,6,4
2,1969,7,20000,4,5,5,5,2
2,1969,7,90000,4,5,5,5,4
1,1976,11,100000,4,1,5,3,4
1,1970,5,110000,3,5,3,3,4
1,1961,6,30000,4,1,5,5,2
2,1968,9,100000,3,1,5,3,6
1,1962,4,20000,3,3,5,4,4
2,1964,12,200000,3,5,5,3,4
1,1965,6,60000,4,2,4,8,3
1,1973,12,300000,4,1,4,5,2
2,1965,7,40000,3,5,5,5,4
2,1962,6,36000,3,5,5,3,2
1,1972,9,170000,3,4,3,4,6
2,1974,4,10000,4,1,1,1,3
2,1973,10,70000,3,4,4,5,7
2,1979,10,36000,3,5,8,6,7
1,1960,8,72000,3,5,1,1,1
2,1967,3,9600,4,5,5,5,6
1,1961,12,40000,4,5,3,3,12
1,1976,12,150000,3,5,4,5,12
1,1963,6,36000,1,1,2,2,3
1,1962,6,24000,3,5,5,5,3
2,1964,6,100000,3,5,2,5,3
1,1979,4,60000,3,1,5,1,1
2,1962,9,48000,3,5,99,99,12
1,1974,4,36000,3,2,5,8,2
1,1962,4,36000,3,1,5,5,2
1,1961,7,40000,4,5,4,7,6
2,1979,9,100000,4,2,5,5,4
1,1962,4,24000,5,5,5,8,3
1,1968,6,50000,3,1,4,1,3
2,1962,6,38000,3,5,5,5,98
1,1966,6,40000,5,1,3,1,3
2,1964,6,100000,4,3,5,5,7
2,1973,4,11370,2,1,1,1,3
1,1967,4,50000,3,4,4,2,98
1,1978,6,80000,3,1,5,2,3
2,1977,6,50000,5,2,5,4,3
1,1970,6,95000,3,4,4,5,3
2,1978,3,24000,4,3,6,5,3
2,1974,4,0,3,1,6,9,1
2,1977,4,40000,4,1,5,5,4
2,1960,1,18600,2,1,4,2,1
1,1965,4,60000,4,1,10,5,3
2,1971,6,100000,3,1,5,4,6
1,1972,4,50000,5,1,5,1,1
2,1979,9,40000,3,1,5,2,4
1,1961,6,70000,4,1,3,6,3
1,1979,11,400000,5,1,5,4,4
2,1962,3,0,4,2,4,2,2
1,1963,6,100000,5,2,6,2,2
1,1972,4,70000,4,4,4,4,4
1,1961,4,28000,5,1,5,3,3
1,1964,6,50000,5,1,5,3,3
2,1972,4,50000,5,1,4,2,1
1,1970,4,26000,5,4,3,2,1
1,1969,4,9999998,4,4,6,3,1
2,1966,3,9999997,2,4,4,1,3
1,1967,4,50000,3,1,3,5,3
2,1967,4,30000,5,1,5,5,3
2,1977,11,120000,3,1,6,6,4
1,1962,4,30000,4,3,2,2,1
2,1968,4,9999998,4,3,3,1,98
2,1978,11,100000,4,1,6,6,3
2,1975,4,40000,4,2,5,5,10
2,1973,6,30000,3,1,1,1,3
1,1978,5,60000,5,1,3,2,3
1,1971,7,100000,5,5,5,5,4
2,1970,4,27000,3,2,1,1,3
2,1971,2,130000,1,1,5,2,98
2,1962,6,42000,3,3,3,5,3
1,1968,11,100000,4,1,6,3,4
2,1968,5,60000,3,1,1,1,3
1,1963,6,90000,4,2,4,6,3
1,1971,9,100000,4,2,3,3,12
1,1973,12,100000,4,1,4,4,3
2,1960,6,60000,3,1,4,3,7
2,1977,9,60000,3,1,6,4,3
2,1978,11,120000,3,1,6,3,3
2,1968,10,100000,5,1,6,5,4
1,1979,7,80000,5,1,6,5,4
2,1962,4,8000,5,1,7,6,4
1,1972,4,50000,4,1,6,4,3
1,1977,11,150000,4,1,8,5,4
2,1972,4,30000,4,1,5,4,3
2,1966,4,10000,2,1,4,1,3
2,1970,6,30000,2,1,5,4,3
2,1971,3,36000,5,1,5,3,1
1,1970,4,50000,4,1,5,2,3
1,1972,4,200000,3,1,6,2,1
2,1977,7,16800,5,1,6,4,7
2,1960,4,0,4,1,5,4,1
2,1960,4,20000,4,1,2,2,3
2,1962,4,20000,5,4,5,5,3
2,1972,4,0,4,1,2,1,3
1,1972,12,80000,4,1,8,8,4
2,1963,4,26400,3,1,2,1,3
2,1963,6,40000,3,1,2,3,3
2,1968,4,2400,2,1,6,5,3
2,1966,6,40000,3,1,5,4,1
2,1972,9,120000,5,1,4,2,98
2,1963,4,20000,3,1,5,5,3
1,1970,11,320000,4,1,6,3,3
1,1970,4,100000,3,1,5,4,4
1,1964,6,50000,5,2,4,3,2
1,1965,4,24000,4,1,2,2,1
2,1972,4,35000,3,1,2,2,2
2,1962,4,30000,3,2,3,3,1
2,1968,3,20000,3,1,2,2,2
2,1966,4,35000,3,2,4,6,4
1,1973,5,48000,4,5,6,8,8
2,1967,6,60000,4,5,5,3,2
1,1962,6,300000,5,2,8,4,2
1,1970,5,30000,3,1,2,2,1
2,1962,1,0,4,1,3,2,1
2,1977,10,60000,4,1,6,3,1
2,1970,3,10000,4,1,1,1,1
1,1979,3,50000,4,1,3,2,1
2,1962,3,10000,3,1,1,1,1
2,1966,1,8000,4,1,2,1,1
1,1966,4,30000,3,1,3,3,1
1,1973,4,50000,4,1,4,4,1
1,1963,3,20000,4,1,2,2,1
1,1970,4,60000,4,1,5,3,1
2,1976,3,50000,3,1,1,1,1
1,1962,4,20000,3,1,3,1,1
2,1966,1,20000,3,1,2,2,1
1,1977,3,10000,4,1,4,3,1
2,1965,3,9999997,5,1,2,1,4
1,1962,4,20000,2,1,6,2,1
2,1970,4,30000,4,1,5,5,1
1,1961,3,30000,4,1,3,3,1
1,1967,4,45000,4,1,5,4,1
1,1971,1,50000,4,1,2,1,3
1,1961,3,30000,4,1,4,2,1
2,1972,4,0,5,1,4,2,3
2,1966,3,25000,4,1,3,2,3
1,1965,4,40000,5,1,3,3,1
2,1968,4,0,3,1,6,4,1
1,1966,4,50000,5,1,7,5,3
2,1963,4,20000,4,1,3,2,3
1,1967,4,50000,4,1,6,2,1
2,1961,1,9999997,4,1,4,4,1
1,1962,4,40000,5,1,5,5,1
2,1975,11,50000,5,3,4,8,6
1,1975,4,30000,4,3,4,3,3
2,1969,1,24000,4,1,3,3,1
2,1965,4,100000,4,3,5,4,2
2,1976,3,36000,4,1,3,3,1
2,1967,4,0,3,3,4,2,1
1,1976,6,50000,3,3,5,3,1
2,1977,7,20000,5,1,7,5,4
2,1960,6,10000,4,3,5,5,6
2,1974,3,70000,4,1,5,1,3
1,1975,8,48000,4,5,4,3,1
2,1974,6,0,3,3,4,3,4
1,1970,4,20000,3,1,2,5,2
2,1963,4,36000,3,5,6,6,2
2,1978,3,0,3,1,1,1,4
2,1968,3,9000,3,1,2,1,3
2,1964,1,4000,4,1,4,3,1
2,1971,4,20000,3,1,3,1,1
2,1962,4,0,3,1,1,8,1
2,1962,3,0,3,1,1,1,6
1,1971,3,40000,2,1,1,3,1
2,1963,6,12000,4,1,6,3,3
1,1978,4,30000,4,1,3,3,3
2,1967,1,10000,4,1,3,1,1
2,1970,1,10000,2,1,2,1,1
2,1970,4,9999998,3,1,1,1,1
1,1971,4,20000,5,1,7,6,1
1,1967,4,10000,3,1,1,1,3
2,1969,3,9999997,4,1,1,1,1
2,1963,1,1000,2,1,2,1,1
2,1972,1,12000,3,1,4,8,1
1,1966,4,9000,4,1,5,2,2
1,1968,6,30000,5,1,5,6,4
2,1970,1,0,2,1,4,2,1
2,1966,3,36400,4,1,5,7,4
1,1967,4,0,3,4,2,5,12
2,1967,4,40000,5,1,5,2,4
1,1963,3,25000,4,1,2,2,1
1,1965,12,75000,4,5,6,5,6
2,1964,4,0,2,4,2,2,4
2,1972,1,0,4,1,1,2,1
2,1964,4,20000,2,1,3,3,3
2,1965,4,8400,4,1,5,5,3
2,1965,3,50000,5,1,6,98,2
2,1961,4,20000,4,1,2,2,2
1,1969,6,30000,4,1,2,2,7
2,1977,12,50000,4,5,5,5,12
1,1967,3,25000,2,1,3,3,3
1,1973,4,20000,5,1,6,4,3
1,1977,6,80000,4,5,5,5,4
1,1973,4,50000,3,1,4,3,2
2,1973,6,55000,3,1,4,2,98
2,1960,4,20000,4,1,5,1,4
2,1979,10,100000,3,1,5,7,3
2,1965,4,100000,5,1,5,5,3
1,1969,4,50000,4,1,5,3,3
2,1968,3,20000,2,1,5,1,1
1,1962,6,30000,4,5,4,7,3
1,1969,6,40000,3,1,2,2,4
2,1979,4,12000,5,1,3,1,6
1,1960,4,34000,5,5,5,2,1
2,1967,9,19200,3,1,1,1,3
2,1963,4,22000,5,3,5,5,3
1,1977,10,32500,4,5,4,6,4
1,1973,10,500000,2,1,3,1,1
2,1963,3,0,4,1,3,2,1
1,1963,12,120000,3,5,4,3,2
2,1976,3,0,3,1,5,3,1
2,1977,3,80000,3,1,6,8,1
2,1972,3,0,3,5,6,10,1
1,1963,4,40000,5,2,5,4,1
1,1976,6,200000,5,3,5,3,4
2,1971,4,24000,4,1,3,3,1
2,1975,13,100000,4,2,6,6,7
1,1964,6,0,4,1,4,2,1
2,1970,5,36000,4,5,5,4,2
2,1973,12,50000,5,5,5,4,3
2,1969,11,60000,5,5,4,3,3
2,1972,4,40000,4,5,4,1,1
1,1970,6,20000,3,2,2,1,2
1,1969,3,36000,4,1,3,1,1
1,1971,6,30000,4,5,3,2,6
1,1977,4,48000,2,1,5,4,1
1,1962,10,40000,3,5,3,3,3
1,1970,3,12000,3,1,3,2,1
2,1969,4,0,5,5,5,4,2
2,1972,1,0,5,1,4,3,1
1,1970,9,100000,4,1,3,3,1
2,1967,3,40000,2,1,3,2,1
1,1973,4,0,5,1,3,1,3
1,1968,4,50000,5,5,4,2,1
1,1979,12,60000,4,5,5,8,7
2,1976,4,70000,4,1,3,2,3
1,1969,10,80000,4,1,5,4,3
1,1963,9,30000,5,5,3,2,2
1,1976,10,0,1,5,2,1,3
2,1969,7,0,4,1,5,4,1
2,1967,1,0,5,1,3,1,1
1,1970,9,60000,4,5,5,4,3
2,1963,4,24000,4,1,2,1,3
1,1965,4,30000,5,5,1,1,4
2,1960,11,40000,5,5,7,7,3
1,1962,4,36000,4,1,5,1,3
2,1969,3,20000,5,1,5,1,3
1,1974,4,10000,2,1,3,3,8
1,1965,4,70000,4,1,5,5,1
2,1970,4,0,4,1,7,8,2
1,1962,4,150000,5,1,6,5,1
2,1966,4,40000,4,1,6,4,1
2,1964,4,0,4,1,4,2,1
2,1965,1,4000,2,1,3,3,2
2,1965,4,20000,4,1,5,4,1
2,1978,4,20000,4,2,4,4,3
1,1966,3,0,4,1,4,2,1
2,1965,4,0,5,2,6,5,1
2,1967,4,26400,4,1,4,3,1
1,1965,4,46000,4,1,5,4,1
1,1968,4,42000,4,1,4,2,2
2,1966,6,12000,5,1,8,8,2
1,1963,4,40000,2,1,4,3,2
2,1967,4,10000,4,1,5,4,3
2,1971,3,30000,5,1,6,5,3
1,1972,6,55000,5,2,3,2,4
2,1964,3,0,1,1,2,2,1
2,1964,4,15000,4,1,5,3,2
1,1960,1,30000,4,1,3,2,1
2,1962,3,0,4,1,4,6,6
2,1967,4,10000,3,1,4,4,6
2,1969,4,30000,4,1,5,4,2
2,1965,3,50000,4,1,6,4,3
2,1965,3,0,4,1,3,2,1
1,1978,12,60000,5,1,5,4,3
1,1967,4,100000,4,1,4,2,2
2,1968,6,100000,3,3,7,7,6
2,1979,6,50000,3,1,5,4,4
2,1963,4,30000,3,1,2,1,1
2,1973,4,2000,4,1,5,4,3
1,1969,4,40000,4,1,5,2,2
1,1963,4,60000,3,1,5,3,1
1,1968,4,50000,5,1,6,5,2
1,1964,4,60000,4,1,6,5,3
2,1966,6,0,3,1,4,2,1
1,1963,3,30000,4,1,6,4,1
2,1978,4,0,4,1,5,4,1
1,1966,3,50000,4,1,4,2,1
2,1973,4,30000,3,2,5,4,1
1,1973,4,150000,4,1,7,5,1
1,1978,4,30000,4,1,4,2,3
1,1977,1,50000,5,1,6,4,1
1,1974,4,30000,5,1,7,5,1
1,1964,3,25000,3,1,4,3,1
2,1976,10,0,5,5,6,6,3
1,1967,4,30000,4,1,2,1,3
2,1960,3,20000,3,1,3,1,1
2,1970,4,0,4,1,3,3,1
2,1967,6,19200,3,5,5,4,3
2,1969,12,250000,4,5,3,4,6
1,1976,4,80000,4,5,4,2,7
2,1976,6,50000,3,1,6,5,6
1,1975,12,9999999,3,5,5,5,4
2,1976,4,100000,5,2,6,6,3
1,1964,9,150000,3,5,8,6,7
2,1974,12,0,4,1,6,6,4
1,1963,6,170000,4,5,7,6,2
1,1978,5,100000,4,5,5,5,12
1,1963,11,150000,4,3,7,7,7
2,1978,9,0,3,5,4,4,12
1,1962,12,120000,5,5,5,3,3
2,1960,12,70000,4,5,8,6,4
1,1970,5,110000,4,5,6,3,4
2,1967,9,25000,3,3,4,2,9
2,1973,6,300000,4,3,7,6,7
2,1960,4,24000,3,5,5,4,2
2,1972,12,60000,3,5,5,4,3
2,1963,7,100000,3,5,6,6,3
1,1964,7,60000,5,5,3,2,98
1,1979,13,65000,3,5,6,5,7
1,1969,4,12000,4,5,5,9,3
1,1963,9,42000,3,5,4,5,2
2,1971,6,40000,4,1,5,5,3
2,1974,7,70000,1,1,5,5,1
1,1961,4,50000,3,5,2,2,3
2,1977,6,0,5,5,6,7,3
2,1976,4,50000,4,5,8,3,6
1,1974,3,200000,5,1,5,3,3
2,1964,3,200000,5,1,5,5,98
1,1977,6,48000,5,1,1,1,3
2,1979,7,30000,4,1,5,5,3
2,1965,4,50000,5,1,5,5,98
2,1968,3,70000,4,1,6,5,1
1,1976,4,85000,4,1,1,1,3
1,1971,6,0,4,1,6,1,1
2,1969,3,30000,5,1,4,2,1
1,1965,3,30000,4,1,5,5,6
2,1977,12,300000,4,1,5,3,4
2,1960,6,70000,5,3,6,5,3
1,1960,6,60000,4,1,4,3,1
2,1976,11,100000,4,1,4,1,6
2,1963,3,9999998,5,1,4,4,98
1,1977,4,70000,2,1,4,5,5
1,1976,11,100000,4,1,3,1,3
1,1963,6,700000,5,1,6,3,1
1,1974,4,60000,5,5,3,3,3
2,1963,4,100000,5,1,7,1,6
2,1962,4,35000,5,1,4,3,1
1,1965,4,9999997,4,1,1,8,1
1,1962,6,36000,2,5,2,1,98
1,1969,10,200000,4,1,5,5,3
1,1970,4,50000,4,1,7,6,98
1,1963,3,40000,5,1,8,6,3
2,1964,10,80000,4,5,5,5,6
1,1964,7,70000,3,5,3,2,3
1,1969,4,30000,4,1,3,2,4
1,1964,7,500000,3,1,5,3,3
1,1974,4,150000,3,1,3,5,1
1,1962,6,60000,5,1,6,1,1
2,1970,3,60000,5,1,5,5,3
1,1963,4,500000,2,1,5,2,3
2,1965,3,0,4,1,5,5,1
1,1962,4,60000,5,1,5,5,1
2,1971,3,100000,4,1,8,7,3
1,1965,3,40000,4,1,5,6,1
2,1973,4,40000,4,1,3,5,3
1,1976,4,150000,4,1,5,5,3
1,1965,3,60000,4,1,6,2,1
2,1966,4,0,3,1,3,3,3
2,1964,3,50000,4,1,9,9,1
1,1973,3,150000,5,1,5,2,1
1,1971,9,150000,5,1,5,6,3
1,1973,3,150000,5,2,5,5,98
1,1965,4,30000,3,1,3,2,3
1,1964,1,50000,3,1,1,1,2
1,1961,3,60000,5,1,4,2,3
2,1979,3,30000,4,1,3,1,1
2,1970,5,40000,5,1,5,2,3
1,1960,3,40000,5,1,3,4,98
1,1966,3,30000,4,1,5,3,1
2,1968,1,0,3,1,5,5,98
1,1973,11,200000,5,1,5,5,3
1,1967,4,60000,3,1,4,4,98
1,1960,4,20000,4,7,1,1,1
2,1969,3,0,4,1,6,6,1
1,1975,9,150000,3,1,5,3,1
1,1975,4,100000,5,1,5,3,3
1,1976,12,200000,4,5,8,3,3
1,1977,9,200000,4,2,5,2,4
1,1966,6,0,5,1,4,3,98
2,1977,4,20000,4,5,5,2,3
1,1972,6,200000,5,1,5,3,1
1,1961,3,20000,4,1,3,3,3
2,1965,3,0,4,1,5,4,98
1,1960,3,36000,4,1,5,2,1
1,1974,4,23000,4,1,2,1,3
2,1970,4,100000,4,1,5,5,4
1,1971,3,55000,5,1,3,8,3
2,1967,3,0,5,1,5,2,3
2,1966,4,0,4,1,5,3,98
2,1966,3,10000,4,1,1,1,98
1,1978,4,40000,4,1,6,3,3
1,1972,4,80000,4,1,3,1,3
1,1964,4,70000,5,1,3,2,1
1,1963,3,0,4,1,5,4,98
2,1971,4,30000,1,1,3,2,3
2,1965,4,30000,3,1,5,3,3
2,1966,4,9999998,3,2,2,1,3
2,1967,3,30000,4,1,5,5,3
2,1975,4,30000,3,1,5,3,3
1,1961,4,20000,4,1,3,2,1
2,1976,4,0,4,1,7,7,1
2,1979,3,20000,4,1,6,5,3
2,1965,6,20000,4,2,4,7,14
2,1966,4,20000,4,5,5,5,3
2,1968,3,20000,5,1,5,5,1
2,1968,4,50000,4,1,7,4,1
2,1977,11,100000,4,1,6,7,4
2,1979,4,100000,4,1,6,4,3
2,1972,3,30000,4,2,5,3,98
2,1973,9,80000,4,1,5,5,7
2,1965,3,30000,3,1,5,5,1
2,1968,3,30000,4,1,2,2,3
2,1969,3,30000,3,1,3,3,98
2,1970,3,0,4,1,5,5,3
2,1974,4,25000,3,1,5,5,3
2,1967,3,10000,4,1,3,2,3
2,1978,4,35000,3,1,7,5,3
1,1972,4,72000,5,1,6,3,3
1,1966,4,3000,2,1,3,5,3
2,1969,4,24000,2,1,5,3,1
2,1972,3,40000,5,1,6,6,3
1,1962,3,0,2,1,3,1,1
1,1962,9,75000,4,2,2,6,3
2,1965,7,39000,4,3,6,6,4
2,1966,6,60000,5,3,4,4,4
2,1964,6,30000,5,1,5,2,3
2,1966,4,18000,3,1,3,1,1
2,1967,6,30000,5,5,5,5,3
2,1966,4,12000,4,1,5,3,1
2,1966,3,0,5,1,6,4,3
2,1960,6,34800,2,5,1,4,3
1,1960,6,0,5,5,5,4,4
1,1965,12,120000,4,1,7,3,2
1,1969,13,200000,2,1,8,7,4
2,1977,7,100000,4,1,8,9,3
2,1964,4,60000,4,5,6,7,2
1,1978,6,60000,5,1,7,6,3
2,1969,3,30000,3,3,3,1,3
1,1961,6,35000,1,3,5,3,1
2,1976,6,20000,3,2,2,5,3
1,1974,7,100000,3,3,4,5,6
2,1977,3,30000,4,1,2,3,98
2,1963,3,24000,3,2,5,2,1
1,1967,3,42000,5,1,6,5,1
2,1977,4,9999997,5,1,2,1,98
2,1970,6,30000,3,1,2,1,3
1,1975,12,100000,3,3,4,6,3
2,1970,4,100000,3,1,2,1,1
2,1971,10,80000,5,1,5,3,1
1,1961,3,7000,5,3,2,1,1
2,1962,6,36000,4,2,5,5,3
2,1971,6,60000,4,5,7,4,4
1,1960,4,60000,4,3,4,3,1
2,1973,3,20000,3,5,1,3,3
2,1961,6,0,3,1,4,2,1
1,1961,4,30000,4,1,5,1,1
2,1966,3,10000,2,1,5,1,3
2,1967,3,4000,4,1,6,5,1
1,1963,4,20000,3,1,4,2,1
2,1969,3,2000,2,1,1,1,98
1,1966,3,5000,5,1,10,1,1
1,1974,3,100000,3,1,4,1,1
1,1971,1,5600,4,1,4,3,6
1,1967,3,6000,2,1,4,3,1
2,1969,3,0,4,1,5,3,1
2,1967,1,10000,2,1,4,3,1
2,1974,3,20000,4,1,3,2,4
1,1972,4,40000,4,1,7,3,3
2,1963,4,24000,2,1,3,1,1
2,1964,1,5000,4,1,6,2,1
1,1962,6,40000,4,1,5,4,2
2,1971,4,9000,4,1,4,6,4
2,1975,3,20000,4,1,6,5,1
2,1961,4,2000,2,1,3,4,1
1,1975,4,25000,5,1,4,2,1
2,1976,4,10000,2,1,5,4,1
1,1971,4,20000,5,1,4,2,3
2,1962,1,2500,2,1,4,3,6
2,1967,3,1500,4,1,6,4,1
1,1971,4,10000,3,1,4,2,3
2,1970,3,20000,5,1,7,6,98
2,1963,3,3000,2,1,10,10,2
2,1964,1,20000,3,1,4,3,4
1,1966,1,20000,3,1,4,4,1
2,1966,3,0,3,1,2,1,1
2,1963,1,5000,1,1,3,4,2
2,1966,3,7000,4,1,3,3,98
1,1971,4,30000,4,1,3,2,4
1,1963,4,20000,4,1,4,3,1
1,1967,4,9999997,3,1,1,2,1
2,1970,3,5000,2,1,3,2,3
1,1972,3,40000,4,1,2,1,2
2,1964,1,10000,2,1,4,2,1
2,1974,3,6000,5,1,3,6,1
2,1965,3,5000,2,1,4,2,3
1,1967,3,31000,4,1,5,5,1
1,1963,3,10000,2,1,2,2,1
2,1971,1,2000,4,1,5,3,98
2,1977,9,20000,5,1,5,5,3
1,1972,10,60000,5,1,6,2,4
1,1967,4,48000,4,3,5,5,3
2,1971,4,20000,4,1,5,2,6
1,1976,12,80000,5,3,6,4,4
1,1962,4,0,4,1,3,6,4
1,1964,4,20000,4,3,5,4,3
1,1974,7,45000,5,3,4,3,7
1,1974,5,35000,5,1,3,2,3
1,1971,4,30000,4,2,6,5,4
2,1963,4,20000,3,3,5,2,4
2,1978,10,100000,2,3,6,4,3
1,1963,11,50000,4,2,6,5,6
2,1977,4,20000,3,1,4,2,6
2,1970,4,12000,4,1,5,5,1
1,1976,1,40000,3,1,5,8,1
1,1968,1,15000,3,1,5,8,1
2,1965,3,0,2,1,6,3,3
2,1972,3,30000,3,1,4,5,1
1,1978,3,30000,3,1,3,2,3
1,1960,6,20000,3,1,5,8,1
2,1973,3,7000,3,1,6,7,1
2,1970,3,30000,4,1,6,6,1
1,1963,3,20000,4,1,4,4,1
2,1972,3,25000,3,1,5,3,3
1,1965,4,150000,4,1,7,6,1
2,1961,3,20000,3,1,4,7,1
1,1964,4,30000,4,1,5,2,3
1,1967,3,20000,5,1,5,4,1
2,1965,4,20000,5,1,6,5,1
2,1964,4,4000,2,1,2,2,1
2,1967,4,40000,4,1,8,7,3
2,1967,3,12000,2,1,3,3,3
1,1964,4,60000,4,1,5,4,1
1,1963,4,50000,3,1,5,5,3
2,1971,3,5000,2,1,5,3,1
1,1975,4,75000,4,1,5,3,3
1,1964,4,60000,5,1,5,6,3
2,1971,1,0,5,1,4,1,3
1,1974,4,30000,2,1,4,3,1
1,1964,4,50000,3,1,7,5,1
2,1964,4,4000,4,3,1,5,3
1,1970,4,50000,3,1,5,7,1
2,1971,3,50000,2,1,5,8,1
1,1976,4,50000,4,1,7,7,3
2,1976,3,40000,5,1,6,7,1
1,1966,1,40000,3,1,4,7,1
2,1974,3,40000,5,1,4,4,3
2,1963,3,30000,3,1,4,7,1
2,1964,3,5000,3,1,4,2,3
2,1968,3,4000,4,1,5,4,3
2,1968,3,10000,2,1,6,3,3
2,1961,1,4000,4,1,5,3,1
2,1978,4,100000,3,1,4,6,4
1,1965,4,75000,5,1,5,3,3
2,1975,3,9999998,4,1,98,2,6
1,1971,3,9999998,3,1,1,1,1
1,1964,4,5000,4,1,5,1,1
1,1965,4,11000,2,1,1,3,3
2,1974,3,13600,2,1,5,4,3
2,1973,4,20000,3,1,4,2,4
1,1962,6,1000,5,1,1,1,1
1,1962,4,23000,3,1,5,1,1
2,1971,3,0,2,1,4,1,3
2,1964,3,900000,3,1,2,1,2
2,1962,3,40000,2,1,3,1,3
