gender,birth_year,c_educ,c_income,c_health,c_hukou,c_sc,p_sc,f_educ
1,1970,3,15000,2,1,2,2,1
2,1966,4,0,3,1,6,4,3
1,1973,4,40000,3,1,2,1,4
1,1966,4,9999999,4,1,6,3,98
2,1969,4,0,3,1,5,4,3
2,1969,4,10000,4,1,6,5,2
1,1969,4,10000,4,1,5,4,3
2,1970,4,0,5,1,5,98,98
2,1966,4,0,2,1,8,1,3
1,1970,6,15000,3,1,5,4,7
2,1961,4,0,4,1,6,6,3
1,1965,6,0,1,1,1,7,3
2,1967,4,0,5,1,9,4,98
2,1968,4,0,5,1,5,1,1
2,1969,4,15000,5,1,5,4,3
1,1963,3,9999998,2,1,5,4,1
1,1960,6,9999999,5,1,5,4,1
2,1960,6,10000,4,1,5,4,3
1,1969,3,20000,3,1,5,4,3
1,1969,9,70000,4,1,6,5,4
2,1968,4,60000,3,2,5,4,1
1,1967,3,50000,3,1,5,3,1
2,1978,4,0,4,1,6,6,3
2,1971,4,50000,4,1,5,4,4
1,1965,4,10000,3,1,5,4,3
1,1960,3,10000,4,1,5,3,1
2,1966,4,50000,4,1,5,2,1
1,1970,4,20000,4,1,5,98,3
1,1961,4,0,4,1,5,2,1
2,1976,4,3000,4,1,5,3,1
2,1964,3,7000,2,1,5,2,2
1,1964,3,0,4,1,2,2,1
2,1968,3,15000,3,1,5,3,1
2,1967,4,0,4,1,3,5,1
2,1973,3,10000,4,1,4,2,1
2,1962,4,0,4,1,3,3,2
2,1970,4,12500,3,1,6,4,1
2,1967,3,12000,3,1,4,3,3
2,1973,1,0,5,1,99,3,1
1,1977,3,20000,4,1,6,5,4
2,1978,1,0,3,1,1,2,3
2,1963,4,30000,4,1,5,5,3
2,1968,1,10000,4,1,5,4,1
2,1967,4,46000,4,1,6,7,1
1,1969,4,20000,3,1,7,8,1
2,1970,3,0,5,1,5,3,3
1,1972,4,10000,4,1,7,8,1
2,1969,3,10000,5,1,2,3,3
2,1970,3,15000,4,1,8,5,1
1,1977,3,10000,5,1,2,2,1
1,1961,12,60000,4,5,5,3,4
2,1973,5,9999999,4,5,5,4,3
1,1975,3,60000,2,1,3,3,1
2,1963,6,20000,3,5,3,3,4
1,1964,6,400000,4,5,6,4,4
1,1960,4,30000,1,5,1,1,2
2,1966,4,72000,4,5,2,2,3
2,1969,6,56000,2,5,3,3,2
2,1978,10,70000,4,5,6,2,1
2,1970,3,20000,1,1,2,1,6
1,1961,11,100000,3,5,2,2,4
1,1970,12,45000,4,5,4,3,6
2,1972,5,9999999,3,4,2,2,98
1,1963,4,30000,3,5,2,2,7
1,1975,3,30000,5,1,1,1,3
2,1979,12,40000,4,1,6,4,4
1,1970,12,60000,5,5,6,3,3
2,1977,6,9999999,4,6,3,2,1
1,1962,6,45000,4,5,5,7,4
2,1975,11,60000,3,3,4,3,4
2,1977,7,9999997,4,2,5,3,3
1,1972,10,9999999,4,5,5,4,3
2,1971,12,60000,4,5,7,4,2
2,1975,4,42000,3,5,3,6,4
1,1975,6,100000,3,5,2,2,4
1,1967,10,120000,3,5,4,6,1
1,1977,13,140000,3,5,6,4,12
1,1978,6,6000,3,1,4,3,1
1,1967,4,50000,4,1,6,4,3
2,1971,10,80000,3,5,3,3,3
1,1977,12,80000,4,1,4,2,3
2,1962,1,24000,4,5,2,1,1
2,1968,10,70000,3,4,6,5,3
2,1975,10,40000,4,1,4,2,4
1,1963,4,40000,5,1,4,2,1
1,1971,3,50000,4,1,5,3,1
1,1968,6,50000,4,1,5,3,1
1,1963,4,60000,4,5,4,2,3
1,1978,4,50000,5,5,4,4,3
2,1975,6,24000,4,5,4,3,4
1,1962,4,90000,4,5,5,2,2
2,1970,4,25000,4,1,5,3,1
2,1973,4,30000,4,1,3,2,1
1,1968,4,60000,4,1,5,3,1
2,1971,6,70000,4,5,4,3,6
1,1972,7,40000,4,3,5,4,3
2,1973,6,30000,4,1,4,2,1
2,1976,4,30000,4,3,5,4,1
2,1962,3,9999997,3,1,6,5,3
2,1961,4,40000,3,1,3,1,1
1,1962,9,70000,4,1,7,3,8
1,1970,6,70000,4,5,6,4,3
1,1968,4,70000,4,1,3,3,1
1,1967,4,6000,5,5,6,5,4
2,1965,3,10000,2,1,5,3,1
2,1970,4,9999997,3,1,2,1,4
2,1973,9,50000,4,5,5,3,4
2,1974,3,9999997,2,5,5,3,1
2,1961,4,60000,4,5,7,5,3
2,1974,11,50000,4,5,6,4,4
1,1961,4,30000,4,5,4,3,3
2,1979,12,20000,3,5,4,3,7
1,1964,11,60000,5,1,6,5,98
2,1964,10,20000,4,5,3,2,4
1,1968,3,60000,4,5,4,2,1
2,1965,4,24000,5,5,4,2,3
2,1966,4,16000,2,1,2,2,3
2,1964,4,0,4,1,5,3,98
1,1966,1,9999997,2,1,3,2,1
2,1960,3,14400,2,1,1,1,98
2,1967,1,20000,1,1,5,1,1
2,1978,3,20000,4,1,4,4,98
1,1960,3,40000,4,1,1,2,3
2,1970,4,20000,3,1,4,8,6
2,1962,4,0,2,1,1,1,3
2,1966,4,2000,1,1,1,1,3
2,1968,11,30000,4,5,6,3,6
2,1964,7,20000,5,5,5,5,4
1,1973,12,50000,5,5,7,5,7
1,1963,12,60000,4,1,4,1,6
2,1972,7,100000,3,1,7,6,4
2,1961,9,20000,4,5,7,5,6
1,1974,12,40000,5,2,5,3,10
2,1962,3,0,3,1,5,5,1
2,1971,12,50000,3,1,7,3,4
2,1965,7,48000,3,5,4,7,7
2,1978,10,9999997,3,5,5,8,6
2,1965,10,20000,3,3,5,1,3
2,1961,6,20000,3,5,5,98,98
1,1971,4,0,4,1,2,2,3
2,1968,11,80000,4,1,6,4,3
1,1975,11,36000,4,1,4,1,1
2,1978,12,30000,4,5,7,5,4
2,1978,13,30000,5,5,5,5,13
1,1963,9,80000,4,1,5,2,2
1,1961,4,30000,2,5,1,8,98
1,1964,10,40000,4,1,5,4,3
2,1966,9,40000,3,1,6,5,14
1,1960,9,80000,4,1,4,6,10
2,1976,7,9999997,3,5,1,2,3
2,1967,11,90000,5,5,5,6,10
2,1965,4,20000,2,5,1,5,6
1,1977,11,80000,4,2,6,1,4
2,1970,8,10000,3,4,2,5,2
1,1970,7,75000,2,4,3,4,3
2,1967,11,48200,4,1,4,2,3
1,1960,12,110000,3,1,7,2,1
2,1975,10,50000,3,5,6,4,10
2,1971,4,0,5,2,5,10,2
2,1973,4,16000,4,1,1,1,1
1,1970,12,80000,4,3,5,6,12
2,1964,4,3000,5,1,5,2,3
1,1976,9,80000,4,1,6,1,4
1,1970,4,25000,4,1,4,2,3
2,1972,3,20000,3,1,3,1,4
2,1966,1,4000,2,1,3,2,1
2,1971,4,0,4,1,5,3,1
2,1968,3,8000,2,1,1,1,1
1,1965,1,10000,3,1,2,1,2
1,1979,7,100000,5,2,3,1,4
2,1962,4,20000,4,5,2,2,3
1,1977,10,20000,3,5,2,2,3
1,1966,4,25000,3,3,2,5,3
2,1974,4,10000,4,1,5,5,6
1,1962,4,20000,4,3,3,1,98
2,1965,4,28800,3,5,5,7,1
1,1962,6,36000,5,1,3,1,1
2,1978,6,9999997,5,5,5,5,7
1,1963,6,10000,4,5,10,2,4
2,1966,4,15000,3,1,5,2,7
1,1960,6,40000,3,1,4,5,3
2,1960,4,20000,4,5,5,1,3
1,1968,1,4800,1,5,1,1,98
1,1973,4,28800,3,5,5,4,3
2,1971,6,60000,4,5,5,4,4
1,1971,6,100000,5,5,3,2,7
1,1976,9,25000,5,5,6,3,4
2,1962,4,35000,2,5,3,1,98
2,1963,4,15000,3,5,98,3,98
1,1970,3,9999997,3,1,3,1,3
1,1968,6,13000,4,5,1,5,1
1,1962,6,20000,4,5,5,3,1
2,1973,4,12000,3,1,3,3,3
2,1973,6,14000,3,1,5,5,3
2,1978,6,20000,3,1,1,1,4
1,1964,4,100000,3,5,3,2,1
2,1972,4,40000,3,1,3,1,3
2,1969,9,19000,5,5,2,1,4
2,1962,6,30000,2,1,1,1,1
2,1967,4,9999997,4,5,5,7,98
1,1970,3,9999999,4,1,99,99,3
2,1971,7,50000,4,1,1,1,4
2,1978,13,100000,5,1,7,4,4
1,1977,12,40000,5,5,6,4,4
2,1961,4,12000,2,5,1,1,98
2,1973,6,30000,4,1,4,3,14
2,1960,4,22680,5,5,5,4,2
2,1972,6,40000,5,5,5,3,6
2,1971,6,24000,4,4,1,1,3
1,1964,12,9999998,4,5,5,5,6
2,1970,4,24000,3,1,5,3,3
2,1964,3,0,3,1,5,5,1
2,1964,6,60000,2,1,4,9,4
1,1975,4,110000,5,1,5,5,6
1,1972,4,40000,5,1,7,2,6
1,1964,3,21600,4,1,1,1,1
1,1964,3,5000,2,1,5,3,98
1,1974,4,45000,4,1,3,2,3
1,1973,4,30000,5,1,3,2,3
2,1971,6,10000,4,5,3,6,3
2,1965,1,20000,4,5,3,2,3
1,1963,6,40000,4,5,5,4,1
1,1964,4,20000,4,5,5,8,2
2,1971,1,20000,5,4,4,1,1
2,1967,9,40000,4,5,6,7,6
1,1971,8,80000,4,5,7,5,3
1,1974,1,40000,4,5,4,3,3
2,1964,4,20000,4,5,5,3,1
2,1972,10,30000,4,5,5,4,4
2,1966,4,30000,3,5,5,5,3
2,1963,6,24000,4,5,6,5,1
2,1972,10,30000,5,5,6,5,4
1,1970,7,20000,4,1,4,4,3
2,1978,10,30000,5,5,5,4,4
1,1962,6,6000,4,5,1,1,3
2,1962,7,24000,3,4,4,5,3
1,1962,8,30000,4,5,3,3,98
2,1963,1,24000,4,4,4,1,1
2,1969,4,24000,4,4,3,2,1
1,1963,4,4800,2,5,1,6,98
2,1967,1,20000,4,5,3,3,98
1,1970,4,30000,4,1,4,1,1
2,1974,4,20000,3,5,2,4,98
1,1963,6,17000,3,5,5,3,3
2,1965,6,20000,4,5,3,4,7
1,1966,4,20000,5,1,4,4,14
2,1971,3,0,2,1,4,2,1
1,1962,3,4800,2,1,4,1,1
2,1961,4,5400,2,5,2,2,2
1,1973,6,25000,2,4,3,1,1
2,1960,4,14400,4,5,2,2,3
2,1961,6,15000,3,1,3,1,4
2,1961,4,17000,4,5,2,1,4
2,1965,4,10000,4,1,4,3,1
1,1961,4,20000,4,5,3,3,98
2,1975,4,20000,4,1,2,1,98
1,1965,3,12000,3,1,4,2,3
2,1966,3,0,2,1,5,4,3
2,1967,3,12000,4,5,4,3,1
1,1966,3,20000,3,1,3,1,1
1,1965,3,0,4,1,3,3,98
2,1979,4,0,3,1,2,3,3
1,1970,6,10000,4,5,5,3,3
1,1976,10,30000,5,3,5,5,6
1,1974,3,24000,5,5,5,5,3
2,1960,6,6000,2,2,2,1,1
2,1968,9,20000,3,3,4,4,1
1,1962,6,10000,3,3,2,2,4
2,1977,4,20000,3,3,1,1,6
2,1963,7,15000,2,3,3,10,3
2,1976,3,20000,5,4,5,5,6
1,1972,3,0,2,1,1,4,98
2,1974,3,30000,3,1,5,5,4
2,1973,6,0,3,3,3,2,12
1,1971,3,0,4,3,1,4,1
1,1963,3,25000,4,1,1,5,1
1,1967,4,15300,3,2,1,1,1
1,1971,4,5500,3,1,5,2,1
2,1972,3,15000,4,1,3,1,1
2,1966,4,100000,5,1,5,3,1
2,1976,3,20000,4,2,3,4,1
1,1965,3,11000,1,1,1,1,1
2,1976,3,20000,4,1,1,1,4
1,1971,4,50000,5,1,5,3,3
2,1969,4,30000,3,2,5,4,2
2,1969,3,9999998,5,1,4,4,4
1,1972,3,30000,5,1,4,5,2
2,1976,3,15000,2,1,1,1,3
2,1969,4,0,2,1,1,2,3
1,1963,3,20000,2,1,3,2,6
2,1968,3,36000,5,1,5,4,1
1,1961,3,30000,5,1,5,1,3
2,1962,3,8000,2,1,2,2,1
1,1967,3,60000,5,1,6,5,14
1,1963,4,20000,2,1,8,1,1
2,1960,1,9999997,2,1,5,2,3
1,1969,4,10000,4,1,1,1,1
1,1962,3,66000,5,1,2,2,3
2,1970,3,11500,2,1,1,1,3
1,1966,3,5000,3,1,4,2,1
2,1971,3,3000,3,1,3,1,6
2,1967,1,0,2,1,1,2,2
2,1969,3,0,3,1,5,8,3
1,1960,3,10000,3,1,3,1,1
1,1961,3,30000,4,1,5,1,1
2,1966,3,20000,2,1,5,1,3
2,1963,3,0,3,1,9,3,4
1,1964,4,10000,2,1,2,1,3
2,1970,3,20000,3,1,5,2,1
2,1962,3,5000,2,1,2,1,12
2,1967,3,35000,4,1,5,2,3
2,1972,3,20000,2,1,1,1,3
2,1969,3,32500,3,1,5,1,98
1,1966,3,10000,1,1,1,1,1
1,1970,4,0,4,1,1,5,1
2,1972,3,0,2,1,3,2,1
2,1963,3,10000,2,1,1,1,1
1,1964,3,1500,2,1,2,1,3
2,1965,4,0,3,1,1,1,4
2,1972,4,5500,4,1,3,1,98
1,1967,3,0,4,1,2,1,3
1,1965,3,0,3,1,1,1,3
2,1966,3,5000,2,1,2,1,98
1,1963,4,45000,5,1,3,1,1
2,1979,3,20000,4,1,5,1,1
2,1968,1,0,2,1,5,3,1
2,1970,6,10000,4,1,5,6,1
1,1964,3,5000,2,1,5,1,1
2,1976,4,2000,4,1,5,5,6
1,1966,4,8000,2,1,3,1,1
2,1963,4,12000,4,1,10,2,4
2,1963,3,0,2,1,3,1,4
1,1969,4,10000,2,1,4,3,1
1,1962,3,2000,2,1,2,1,1
1,1969,4,7500,3,1,5,2,3
1,1963,4,8000,4,1,5,2,2
2,1979,3,0,4,1,1,1,3
1,1963,3,13000,2,1,3,1,1
1,1974,4,10000,5,1,3,1,1
2,1960,4,4000,2,1,1,4,1
2,1969,3,9000,3,1,3,1,1
2,1963,3,12500,3,1,5,1,1
1,1977,11,60000,4,1,2,1,3
1,1970,4,35000,4,1,4,1,3
2,1960,4,0,2,1,3,3,1
2,1969,4,100000,5,1,5,1,98
2,1970,3,15000,4,1,4,3,3
1,1969,3,4000,4,1,1,1,3
2,1964,4,5300,4,1,4,2,2
1,1968,3,30000,3,1,1,1,98
2,1962,3,3000,3,1,5,1,1
1,1968,4,5000,4,1,5,5,98
1,1964,4,10000,2,1,5,3,1
2,1973,1,0,4,1,2,2,1
2,1972,3,0,2,1,6,3,1
2,1963,1,600,2,1,2,1,1
2,1968,1,5000,2,1,2,1,1
1,1969,4,40000,4,1,2,2,1
1,1966,4,2000,2,1,2,1,1
1,1963,3,0,2,1,4,4,1
1,1961,9,70000,4,1,5,2,1
1,1965,4,7000,4,1,3,2,7
1,1970,4,30000,5,1,3,1,4
2,1966,3,5000,1,1,3,5,1
2,1963,3,20000,2,1,4,2,3
1,1963,4,5000,3,1,1,1,6
1,1963,4,30000,3,1,3,2,1
1,1961,6,30000,4,1,2,1,1
2,1968,3,0,2,1,98,98,2
2,1967,3,20000,4,1,4,4,3
2,1967,4,20000,4,3,5,10,12
1,1971,3,45000,2,1,3,2,1
1,1970,4,0,2,1,2,1,3
2,1972,4,100000,3,1,3,1,3
1,1970,3,4000,4,1,4,4,3
1,1975,3,20000,4,1,5,5,1
1,1969,1,46000,2,1,5,5,1
1,1971,4,15000,3,1,3,2,1
2,1962,3,11000,2,1,4,2,1
1,1975,4,50000,2,1,1,1,5
1,1966,3,0,5,1,4,3,1
1,1961,3,0,5,1,10,10,1
1,1974,3,8000,3,1,1,1,1
1,1968,3,1000,1,1,1,4,3
2,1962,3,10000,4,1,4,2,1
2,1976,3,0,3,1,1,1,1
2,1971,3,5000,4,1,4,2,1
1,1962,4,140000,5,1,5,5,3
1,1972,3,70000,2,1,4,3,1
1,1979,4,0,3,1,1,1,1
1,1971,3,35000,4,1,5,5,1
1,1973,4,5000,4,1,3,1,3
2,1970,4,20000,4,1,4,3,1
2,1963,3,0,2,1,5,2,3
2,1966,1,0,2,1,5,4,1
2,1977,3,10000,4,1,4,1,1
2,1960,3,0,4,1,4,4,1
1,1962,4,10000,4,1,5,4,3
1,1973,3,8000,4,1,5,3,1
1,1974,4,10000,4,1,4,3,1
1,1966,3,25000,4,1,1,1,3
2,1966,3,12000,2,1,5,2,3
2,1977,3,15000,4,1,5,3,1
1,1963,4,0,2,1,3,4,98
1,1975,4,10000,4,1,5,2,1
1,1965,6,60000,4,5,6,3,3
1,1963,12,9999999,4,3,7,4,3
1,1977,7,9999999,5,5,4,3,6
2,1972,6,35000,4,5,2,2,3
1,1970,11,50000,4,5,4,2,3
1,1966,6,30000,5,5,5,5,4
1,1966,6,20000,4,5,4,4,3
2,1962,4,11000,2,5,3,3,98
2,1978,12,130000,4,5,8,6,12
1,1979,12,50000,5,5,6,5,7
2,1971,4,30000,3,5,3,2,3
2,1972,10,36000,4,5,3,3,4
1,1977,11,60000,4,2,5,5,3
2,1962,6,20000,4,5,5,2,1
2,1963,6,100000,4,5,4,3,4
2,1974,11,800000,4,3,5,5,6
2,1964,4,20000,2,5,5,2,1
1,1972,6,60000,4,5,4,3,4
2,1979,10,36000,4,5,6,6,5
2,1968,10,9999998,5,5,5,3,9
1,1971,6,150000,3,1,3,1,4
2,1965,10,3000,4,5,5,6,2
1,1960,6,7000,1,1,1,1,1
1,1965,4,10000,3,1,1,1,1
1,1969,4,0,2,1,1,1,2
1,1976,4,0,1,1,2,2,3
1,1970,1,9999999,5,1,3,3,99
1,1964,4,10000,2,1,5,5,4
1,1961,3,10000,2,1,2,2,1
2,1965,1,100000,2,1,5,5,3
1,1972,6,80000,2,1,5,5,6
1,1979,10,48000,4,1,5,5,4
2,1975,3,5500,3,1,1,1,98
1,1961,1,18000,3,1,5,1,1
2,1968,11,50000,3,2,3,1,12
1,1979,4,20000,2,3,3,3,4
1,1961,4,56000,3,1,5,1,6
2,1966,4,0,3,3,3,2,1
2,1965,4,20000,2,1,3,3,1
2,1978,3,20000,1,1,3,1,3
1,1966,3,12000,1,1,1,1,1
2,1966,4,0,2,1,2,2,1
1,1961,4,10000,4,1,5,5,1
2,1965,4,15000,2,1,3,9,4
2,1961,4,0,2,2,2,2,1
1,1975,3,24000,4,1,1,1,1
2,1975,3,0,4,1,3,2,98
1,1972,4,0,2,1,5,1,2
1,1976,3,60000,3,1,3,2,1
2,1979,4,21000,3,1,3,2,3
1,1970,3,2750,3,1,1,1,98
1,1976,4,25000,4,1,5,3,4
2,1961,4,12000,3,1,3,4,14
2,1974,4,10000,4,1,5,2,3
1,1968,3,100000,5,1,5,2,98
2,1965,3,20000,3,1,1,2,3
2,1962,1,0,3,1,5,3,3
1,1968,3,15000,5,1,5,1,1
1,1963,4,15000,3,2,1,1,1
1,1965,3,11000,3,1,3,1,98
2,1969,3,20000,4,1,1,1,4
2,1976,3,5000,3,1,1,1,3
1,1969,4,80000,4,1,5,2,1
1,1973,9,14000,3,1,3,3,4
2,1974,3,0,3,1,3,2,98
1,1969,6,20000,4,1,1,5,4
2,1974,4,10000,4,1,1,1,3
2,1972,3,30000,3,1,5,2,4
2,1978,3,0,3,4,1,5,3
2,1960,3,30000,4,3,5,1,1
1,1966,4,8500,3,3,1,7,3
2,1972,2,3000,3,3,5,3,1
1,1962,6,0,4,3,6,4,2
2,1979,3,30000,3,1,1,1,3
2,1962,4,70000,4,1,6,6,4
1,1972,6,30000,4,3,6,5,4
2,1969,4,20000,3,1,5,5,1
1,1967,5,25000,3,3,1,1,1
2,1976,3,40000,3,2,6,4,3
2,1965,6,20000,4,5,5,6,4
1,1978,8,20000,3,3,5,5,4
2,1965,3,10000,2,1,5,5,1
1,1963,6,30000,4,3,3,1,4
2,1976,4,40000,4,3,1,1,1
2,1970,8,0,4,1,3,8,3
1,1970,4,15000,4,2,5,2,2
1,1961,4,0,2,5,4,4,3
2,1963,4,12000,1,1,1,10,6
2,1976,4,0,3,1,6,6,4
1,1961,5,30000,4,1,6,5,3
2,1967,4,100000,3,1,6,4,4
1,1960,4,10000,2,1,5,1,3
2,1963,1,0,2,1,5,1,1
1,1969,4,10000,1,1,1,3,4
1,1972,4,20000,3,1,7,5,3
1,1970,3,10000,1,1,2,1,2
2,1964,4,0,4,1,5,3,1
1,1960,4,35000,2,1,3,2,3
1,1978,4,100000,4,1,6,4,3
1,1967,9,0,3,1,5,5,1
2,1973,3,0,2,1,2,2,3
2,1965,3,3000,3,1,4,2,3
2,1967,3,0,3,1,4,2,1
1,1970,3,20000,3,1,6,3,98
2,1965,4,3100,3,1,4,2,4
2,1961,4,20000,3,1,5,2,3
2,1969,4,0,2,1,2,8,1
1,1965,4,0,2,1,5,3,4
1,1971,4,9000,2,1,1,1,3
1,1977,3,10000,1,1,4,4,3
2,1960,6,40000,4,3,5,4,3
1,1968,10,72000,4,3,6,3,3
1,1968,4,15000,4,3,4,4,3
2,1963,2,12000,2,1,4,4,1
2,1970,6,42000,4,3,5,4,3
2,1970,4,10000,4,1,3,2,2
2,1965,7,8000,3,3,1,1,3
1,1971,4,20000,3,3,3,98,4
2,1970,3,8000,3,1,3,2,3
1,1970,12,45000,4,1,4,2,7
1,1972,6,10000,3,3,1,4,10
2,1960,4,15000,3,2,3,7,6
1,1977,10,3000,2,3,5,5,10
2,1972,7,25000,5,1,3,3,1
1,1970,10,40000,4,1,6,1,3
1,1962,4,1000,2,3,5,3,3
1,1974,12,50000,4,3,5,4,4
2,1965,7,15600,3,3,4,6,6
2,1968,4,0,5,3,5,3,4
1,1972,4,15000,4,1,3,3,1
1,1968,3,0,4,1,1,4,1
2,1965,7,20000,4,3,3,4,2
2,1964,3,19000,5,3,8,6,3
1,1975,4,20000,4,3,2,2,4
1,1965,1,5000,2,1,3,3,1
1,1962,2,20000,1,1,2,2,1
1,1968,4,10000,4,1,5,3,1
1,1960,4,2000,1,1,3,2,1
2,1969,4,20000,5,1,5,3,1
2,1976,1,5000,3,1,5,3,1
1,1963,3,0,3,1,2,1,1
2,1965,3,8000,4,1,5,4,1
1,1968,3,10000,4,1,4,2,2
1,1972,4,9000,3,1,3,2,1
1,1976,4,0,4,1,2,1,3
2,1972,4,5000,5,1,4,2,1
1,1970,4,0,4,1,3,2,1
1,1977,4,4000,3,1,3,3,1
1,1974,4,20000,3,1,3,1,1
1,1969,3,4000,4,1,3,3,3
2,1960,1,0,1,1,3,2,1
1,1978,11,50000,4,1,4,3,1
2,1967,4,4180,2,1,5,2,1
1,1966,4,10000,2,1,4,3,3
2,1961,3,3500,1,1,4,3,1
1,1971,3,30000,4,1,5,3,1
2,1963,4,10000,3,1,3,2,1
1,1973,6,20000,3,1,98,98,1
2,1979,4,15000,4,1,5,3,4
1,1971,4,40000,5,1,3,1,4
1,1961,6,30000,1,3,5,5,1
1,1971,4,100000,4,3,7,2,98
2,1964,4,2300,4,1,1,1,4
2,1964,12,40000,4,3,4,1,3
1,1960,4,70000,5,1,5,5,1
1,1966,4,30000,4,1,3,3,6
2,1978,6,10000,4,1,4,4,3
1,1978,4,30000,3,1,4,2,1
1,1978,7,20000,4,3,4,4,3
2,1961,4,20000,2,3,3,3,3
2,1970,4,9999997,2,1,3,1,98
1,1965,3,6000,5,1,1,1,1
1,1975,6,30000,4,3,3,3,1
2,1968,5,9999999,2,3,3,3,99
1,1978,1,5000,1,3,1,1,2
2,1962,6,0,3,4,1,1,1
1,1964,4,70000,5,1,4,1,4
2,1970,4,9000,3,3,5,5,3
2,1961,6,20000,3,3,2,1,3
2,1970,4,10800,1,3,1,1,1
1,1973,4,20000,5,1,1,2,1
1,1979,4,70000,3,1,5,3,4
2,1970,4,10000,3,1,5,1,3
2,1965,7,9999997,2,4,5,6,7
1,1965,4,20000,4,1,2,2,3
2,1975,4,10000,4,1,1,1,6
2,1972,6,4000,2,1,3,1,4
2,1968,3,10000,4,1,2,1,1
2,1973,3,0,1,1,5,2,98
1,1964,6,40000,4,1,1,1,4
2,1970,9,50000,4,4,6,6,9
2,1962,4,0,3,2,1,1,3
2,1975,3,6000,3,1,3,8,3
2,1961,6,10000,2,1,1,6,2
1,1965,3,0,1,1,1,5,1
2,1963,4,0,3,1,6,10,7
1,1967,3,10000,2,1,3,7,4
2,1972,3,4000,2,1,1,4,1
1,1961,1,10000,3,1,4,5,1
1,1960,4,3000,3,1,2,1,3
1,1962,3,11000,2,1,5,1,1
1,1979,4,3000,3,1,2,1,6
2,1963,3,0,3,1,1,1,1
1,1968,4,15000,3,1,3,1,98
2,1977,4,3000,3,1,1,1,4
2,1970,9,10000,2,3,5,1,14
1,1965,9,50000,3,5,5,2,6
1,1965,4,26000,3,1,1,3,1
1,1977,11,40000,3,3,5,7,6
1,1962,4,50000,5,1,3,1,1
2,1968,3,50000,4,3,4,2,7
2,1970,9,50000,4,1,5,2,3
1,1977,11,60000,5,1,4,2,4
2,1977,6,150000,5,1,6,1,98
2,1961,4,20000,1,1,3,2,1
1,1971,9,40000,3,1,5,1,3
2,1979,1,5000,4,1,5,4,1
2,1973,4,24000,5,3,5,4,3
2,1977,4,15000,4,1,3,3,3
1,1972,4,15000,4,1,5,3,3
2,1972,3,2000,1,1,1,5,3
1,1963,4,20000,1,1,4,2,1
2,1972,4,35000,3,1,4,1,3
1,1979,7,70000,4,1,2,7,4
2,1965,12,60000,5,3,6,4,12
2,1973,4,10000,3,1,5,5,1
1,1978,4,25000,1,1,3,1,4
1,1973,11,50000,3,2,6,3,7
2,1976,10,100000,5,2,2,2,7
2,1966,9,60000,2,2,5,2,98
1,1973,9,70000,5,1,5,3,1
2,1973,4,25000,5,4,5,5,3
2,1979,4,36000,5,1,3,2,1
2,1964,6,15000,1,1,3,5,5
2,1975,4,10000,4,1,2,2,3
1,1970,7,36000,2,1,4,5,4
1,1978,4,50000,3,1,5,1,3
1,1969,4,40000,4,1,4,2,1
2,1972,1,30000,4,1,4,3,1
2,1973,3,200000,4,1,5,3,3
1,1979,3,10000,3,1,1,1,3
1,1962,4,30000,4,1,4,2,1
2,1973,4,50000,3,1,5,4,3
1,1971,4,1000,3,1,3,2,3
2,1963,3,50000,4,1,2,2,1
1,1967,3,30000,3,1,6,3,3
2,1964,3,20000,4,1,5,5,1
1,1968,4,0,3,1,4,3,1
1,1964,1,10000,1,1,3,1,1
2,1978,6,7500,3,3,4,8,4
2,1968,3,12000,1,1,1,1,4
2,1963,1,2400,3,1,1,1,1
2,1967,4,50000,3,1,5,2,1
1,1969,4,6000,4,1,3,2,3
1,1964,7,10000,2,1,3,5,1
1,1970,6,6000,5,1,2,2,4
2,1978,4,10000,4,1,5,98,3
2,1973,4,5000,1,1,3,5,3
1,1965,3,20000,3,1,2,1,3
1,1972,4,10000,1,1,1,1,3
1,1964,6,40000,4,1,1,1,3
2,1961,6,30000,3,5,5,5,10
2,1960,8,36000,4,5,5,5,3
2,1961,4,40000,4,5,6,2,3
1,1967,9,50000,4,5,5,5,12
1,1960,6,20000,3,5,1,2,12
1,1969,3,26400,2,5,98,4,4
2,1972,4,40000,5,5,5,5,3
1,1976,9,100000,4,1,6,1,3
2,1963,6,9930000,4,5,7,5,98
1,1967,6,9999999,5,5,5,2,3
2,1978,9,72000,4,5,6,4,4
2,1971,12,1300000,4,5,8,4,10
1,1973,12,9999999,4,5,8,8,6
2,1960,7,9999999,5,5,3,6,98
2,1972,6,96000,4,5,6,5,4
1,1975,12,66654,5,5,6,5,4
1,1960,9,150000,5,5,5,2,1
2,1976,12,120000,3,5,5,5,4
1,1975,12,800000,4,5,5,5,12
2,1971,9,0,4,4,5,4,12
2,1972,5,48000,4,5,5,5,12
1,1962,10,100000,4,5,6,6,10
2,1964,4,24000,3,5,4,4,7
2,1965,9,48000,4,5,5,5,4
2,1977,13,300000,4,5,5,6,4
1,1975,13,9999999,5,5,6,5,12
1,1973,13,750000,5,5,5,3,13
2,1967,9,70000,4,3,6,6,10
2,1976,6,40000,4,5,6,6,4
2,1961,6,50000,5,5,6,6,4
2,1977,7,100000,5,3,7,7,3
2,1970,7,60000,3,5,6,6,98
2,1961,6,40000,4,5,6,8,3
2,1960,3,0,3,1,5,3,1
